name,type,value,date
Aphromoo,CLG,5.0,2013 LCS 北美春季赛
Aphromoo,CLG,3.7,2013 LCS 北美春季赛
bigfatlp,CLG,3.6,2013 LCS 北美春季赛
HotshotGG,CLG,2.8,2013 LCS 北美春季赛
Link,CLG,4.4,2013 LCS 北美春季赛
Link,CLG,4.3,2013 LCS 北美春季赛
Doublelift,CLG,4.0,2013 LCS 北美春季赛
Doublelift,CLG,3.3,2013 LCS 北美春季赛
Chauster,CLG,2.8,2013 LCS 北美春季赛
Saintvicious,CRS,3.9,2013 LCS 北美春季赛
Cop,CRS,8.1,2013 LCS 北美春季赛
NyJacky,CRS,4.2,2013 LCS 北美春季赛
Elementz,CRS,5.3,2013 LCS 北美春季赛
Voyboy,CRS,4.0,2013 LCS 北美春季赛
Rhux,CRS,3.3,2013 LCS 北美春季赛
Aphromoo,CLG,5.0,2013 LCS 北美春季赛
Aphromoo,CLG,3.7,2013 LCS 北美春季赛
bigfatlp,CLG,3.6,2013 LCS 北美春季赛
HotshotGG,CLG,2.8,2013 LCS 北美春季赛
Link,CLG,4.4,2013 LCS 北美春季赛
Link,CLG,4.3,2013 LCS 北美春季赛
Doublelift,CLG,4.0,2013 LCS 北美春季赛
Doublelift,CLG,3.3,2013 LCS 北美春季赛
Chauster,CLG,2.8,2013 LCS 北美春季赛
Saintvicious,CRS,3.9,2013 LCS 北美春季赛
Cop,CRS,8.1,2013 LCS 北美春季赛
NyJacky,CRS,4.2,2013 LCS 北美春季赛
Elementz,CRS,5.3,2013 LCS 北美春季赛
Voyboy,CRS,4.0,2013 LCS 北美春季赛
Rhux,CRS,3.3,2013 LCS 北美春季赛
pr0lly,COW,3.4,2013 LCS 北美春季赛
Chuuper,COW,2.4,2013 LCS 北美春季赛
Brunch ?,COW,3.4,2013 LCS 北美春季赛
Brunch ?,COW,3.1,2013 LCS 北美春季赛
Lautemortis,COW,2.6,2013 LCS 北美春季赛
M eye A,COW,3.4,2013 LCS 北美春季赛
M eye A,COW,2.8,2013 LCS 北美春季赛
Nickwu,COW,2.9,2013 LCS 北美春季赛
Xmithie,XDG,2.9,2013 LCS 北美春季赛
Benny,XDG,3.1,2013 LCS 北美春季赛
Zuna,XDG,3.5,2013 LCS 北美春季赛
mancloud,XDG,3.8,2013 LCS 北美春季赛
BloodWater,XDG,6.2,2013 LCS 北美春季赛
Muffinqt,XDG,2.7,2013 LCS 北美春季赛
Inori,XDG,3.8,2013 LCS 北美春季赛
Darshan,CST,3.3,2013 LCS 北美春季赛
Mash,CST,3.7,2013 LCS 北美春季赛
Mash,CST,3.9,2013 LCS 北美春季赛
NintendudeX,CST,3.3,2013 LCS 北美春季赛
Daydreamin,CST,2.8,2013 LCS 北美春季赛
Anjo,CST,3.4,2013 LCS 北美春季赛
Shiphtur,CST,5.3,2013 LCS 北美春季赛
BloodWater,CST,6.4,2013 LCS 北美春季赛
BloodWater,CST,3.8,2013 LCS 北美春季赛
Jintae,CST,2.6,2013 LCS 北美春季赛
Jintae,CST,3.2,2013 LCS 北美春季赛
Jintae,CST,2.9,2013 LCS 北美春季赛
Fat,CST,1.5,2013 LCS 北美春季赛
ClakeyD,Team MRN,2.1,2013 LCS 北美春季赛
AtomicN,Team MRN,0.9,2013 LCS 北美春季赛
AtomicN,Team MRN,2.6,2013 LCS 北美春季赛
Nientonsoh,Team MRN,3.2,2013 LCS 北美春季赛
MegaZero,Team MRN,3.1,2013 LCS 北美春季赛
ecco,Team MRN,3.7,2013 LCS 北美春季赛
Heartbeat,Team MRN,1.1,2013 LCS 北美春季赛
Heartbeat,Team MRN,3.0,2013 LCS 北美春季赛
Nysyli,Team MRN,0.8,2013 LCS 北美春季赛
Chaox,TSM,3.8,2013 LCS 北美春季赛
Reginald,TSM,3.6,2013 LCS 北美春季赛
WildTurtle,TSM,4.0,2013 LCS 北美春季赛
WildTurtle,TSM,5.8,2013 LCS 北美春季赛
TheOddOne,TSM,5.4,2013 LCS 北美春季赛
Dyrus,TSM,5.4,2013 LCS 北美春季赛
Xpecial,TSM,5.9,2013 LCS 北美春季赛
Xpecial,TSM,3.7,2013 LCS 北美春季赛
Crumbzz,DIG,3.8,2013 LCS 北美春季赛
Scarra,DIG,1.3,2013 LCS 北美春季赛
Scarra,DIG,4.4,2013 LCS 北美春季赛
Imaqtpie,DIG,1.1,2013 LCS 北美春季赛
Imaqtpie,DIG,5.7,2013 LCS 北美春季赛
DJ Lambo,DIG,2.8,2013 LCS 北美春季赛
Kiwikid,DIG,3.4,2013 LCS 北美春季赛
Patoy,DIG,2.3,2013 LCS 北美春季赛
Patoy,DIG,8.0,2013 LCS 北美春季赛
Aphromoo,CLG,4.4,2014 LCS 北美春季赛
dexter,CLG,3.8,2014 LCS 北美春季赛
HotshotGG,CLG,1.5,2014 LCS 北美春季赛
Nientonsoh,CLG,3.5,2014 LCS 北美春季赛
Link,CLG,2.7,2014 LCS 北美春季赛
Link,CLG,5.2,2014 LCS 北美春季赛
Doublelift,CLG,4.9,2014 LCS 北美春季赛
Chauster,CLG,4.2,2014 LCS 北美春季赛
Saintvicious,CRS,1.9,2014 LCS 北美春季赛
Cop,CRS,5.7,2014 LCS 北美春季赛
Bunny FuFuu,CRS,3.0,2014 LCS 北美春季赛
Voyboy,CRS,3.0,2014 LCS 北美春季赛
IWDominate,CRS,2.4,2014 LCS 北美春季赛
Zekent,CRS,3.2,2014 LCS 北美春季赛
Quas,CRS,3.1,2014 LCS 北美春季赛
Xmithie,XDG,1.8,2014 LCS 北美春季赛
Xmithie,XDG,3.0,2014 LCS 北美春季赛
Benny,XDG,2.3,2014 LCS 北美春季赛
Zuna,XDG,2.4,2014 LCS 北美春季赛
Zuna,XDG,1.9,2014 LCS 北美春季赛
Zuna,XDG,0.6,2014 LCS 北美春季赛
mancloud,XDG,2.1,2014 LCS 北美春季赛
BloodWater,XDG,2.1,2014 LCS 北美春季赛
Sheep,XDG,1.8,2014 LCS 北美春季赛
Nickwu,XDG,0.9,2014 LCS 北美春季赛
Darshan,CST,2.4,2014 LCS 北美春季赛
NintendudeX,CST,1.8,2014 LCS 北美春季赛
Daydreamin,CST,2.0,2014 LCS 北美春季赛
Shiphtur,CST,4.7,2014 LCS 北美春季赛
Apollo,CST,2.7,2014 LCS 北美春季赛
Balls,C9,6.3,2014 LCS 北美春季赛
Hai,C9,4.7,2014 LCS 北美春季赛
Sneaky,C9,8.5,2014 LCS 北美春季赛
LemonNation,C9,4.8,2014 LCS 北美春季赛
Meteos,C9,8.4,2014 LCS 北美春季赛
ROBERTxLEE,EG,0.7,2014 LCS 北美春季赛
Innox,EG,2.3,2014 LCS 北美春季赛
ExecutionerKen,EG,1.1,2014 LCS 北美春季赛
Thinkcard,EG,0.4,2014 LCS 北美春季赛
Pobelter,EG,2.0,2014 LCS 北美春季赛
Snoopeh,EG,2.4,2014 LCS 北美春季赛
Yellowpete,EG,3.2,2014 LCS 北美春季赛
,EG,2.2,2014 LCS 北美春季赛
Reginald,TSM,6.2,2014 LCS 北美春季赛
WildTurtle,TSM,5.7,2014 LCS 北美春季赛
Bjergsen,TSM,5.6,2014 LCS 北美春季赛
TheOddOne,TSM,4.0,2014 LCS 北美春季赛
Dyrus,TSM,5.0,2014 LCS 北美春季赛
Xpecial,TSM,4.2,2014 LCS 北美春季赛
Crumbzz,DIG,3.0,2014 LCS 北美春季赛
Scarra,DIG,2.6,2014 LCS 北美春季赛
Imaqtpie,DIG,4.1,2014 LCS 北美春季赛
Cruzerthebruzer,DIG,3.0,2014 LCS 北美春季赛
Kiwikid,DIG,2.7,2014 LCS 北美春季赛
Goldenglue,DIG,3.8,2014 LCS 北美春季赛
Aphromoo,CLG,3.3,2014 LCS 北美夏季赛
Seraph,CLG,2.2,2014 LCS 北美夏季赛
Chaox,CLG,2.2,2014 LCS 北美夏季赛
dexter,CLG,3.3,2014 LCS 北美夏季赛
Thinkcard,CLG,2.1,2014 LCS 北美夏季赛
HotshotGG,CLG,4.0,2014 LCS 北美夏季赛
Nientonsoh,CLG,1.7,2014 LCS 北美夏季赛
Link,CLG,3.9,2014 LCS 北美夏季赛
BIG,CLG,1.5,2014 LCS 北美夏季赛
Doublelift,CLG,4.0,2014 LCS 北美夏季赛
Cop,CRS,5.1,2014 LCS 北美夏季赛
Voyboy,CRS,3.2,2014 LCS 北美夏季赛
IWDominate,CRS,3.1,2014 LCS 北美夏季赛
Quas,CRS,4.1,2014 LCS 北美夏季赛
Xpecial,CRS,2.9,2014 LCS 北美夏季赛
Balls,C9,3.7,2014 LCS 北美夏季赛
Hai,C9,3.0,2014 LCS 北美夏季赛
Sneaky,C9,6.0,2014 LCS 北美夏季赛
LemonNation,C9,3.8,2014 LCS 北美夏季赛
Meteos,C9,4.8,2014 LCS 北美夏季赛
Westrice,CLB,1.7,2014 LCS 北美夏季赛
pr0lly,CLB,1.8,2014 LCS 北美夏季赛
ROBERTxLEE,CLB,2.4,2014 LCS 北美夏季赛
kez,CLB,2.9,2014 LCS 北美夏季赛
Brokenshard,CLB,1.1,2014 LCS 北美夏季赛
mancloud,CLB,2.0,2014 LCS 北美夏季赛
Bubbadub,CLB,2.2,2014 LCS 北美夏季赛
Innox,EG,2.6,2014 LCS 北美夏季赛
Pobelter,EG,3.8,2014 LCS 北美夏季赛
Altec,EG,5.9,2014 LCS 北美夏季赛
Helios,EG,2.7,2014 LCS 北美夏季赛
Snoopeh,EG,4.2,2014 LCS 北美夏季赛
Yellowpete,EG,1.5,2014 LCS 北美夏季赛
,EG,3.0,2014 LCS 北美夏季赛
Vasilii,LMQ,5.3,2014 LCS 北美夏季赛
Mor,LMQ,3.3,2014 LCS 北美夏季赛
GodLike,LMQ,3.2,2014 LCS 北美夏季赛
NoName,LMQ,3.2,2014 LCS 北美夏季赛
XiaoWeiXiao,LMQ,4.2,2014 LCS 北美夏季赛
Lustboy,TSM,5.4,2014 LCS 北美夏季赛
Amazing,TSM,5.1,2014 LCS 北美夏季赛
WildTurtle,TSM,4.8,2014 LCS 北美夏季赛
Bjergsen,TSM,5.8,2014 LCS 北美夏季赛
Gleeb,TSM,4.5,2014 LCS 北美夏季赛
Dyrus,TSM,3.3,2014 LCS 北美夏季赛
Darshan,DIG,3.4,2014 LCS 北美夏季赛
Shiphtur,DIG,7.0,2014 LCS 北美夏季赛
Crumbzz,DIG,2.4,2014 LCS 北美夏季赛
Imaqtpie,DIG,3.9,2014 LCS 北美夏季赛
Kiwikid,DIG,2.5,2014 LCS 北美夏季赛
Xmithie,CLG,3.1,2015 LCS 北美春季赛
Aphromoo,CLG,3.8,2015 LCS 北美春季赛
Darshan,CLG,3.5,2015 LCS 北美春季赛
Benny,CLG,4.3,2015 LCS 北美春季赛
Link,CLG,3.7,2015 LCS 北美春季赛
Doublelift,CLG,4.2,2015 LCS 北美春季赛
Mash,CST,3.8,2015 LCS 北美春季赛
Cris,CST,1.3,2015 LCS 北美春季赛
Impaler,CST,2.1,2015 LCS 北美春季赛
mancloud,CST,0.9,2015 LCS 北美春季赛
Sheep,CST,2.6,2015 LCS 北美春季赛
Jesiz,CST,2.6,2015 LCS 北美春季赛
WTHeaven,CST,1.3,2015 LCS 北美春季赛
Kwon,CST,1.2,2015 LCS 北美春季赛
Balls,C9,3.2,2015 LCS 北美春季赛
Hai,C9,3.1,2015 LCS 北美春季赛
Sneaky,C9,5.7,2015 LCS 北美春季赛
LemonNation,C9,3.6,2015 LCS 北美春季赛
Meteos,C9,5.0,2015 LCS 北美春季赛
CaliTrlolz8,T8,2.4,2015 LCS 北美春季赛
Slooshi,T8,2.6,2015 LCS 北美春季赛
maplestreet8,T8,3.6,2015 LCS 北美春季赛
Dodo,T8,2.4,2015 LCS 北美春季赛
PorpoisePops,T8,4.2,2015 LCS 北美春季赛
Saintvicious,GV,2.8,2015 LCS 北美春季赛
Cop,GV,4.8,2015 LCS 北美春季赛
Hauntzer,GV,3.3,2015 LCS 北美春季赛
Keane,GV,2.7,2015 LCS 北美春季赛
Bunny FuFuu,GV,4.1,2015 LCS 北美春季赛
Flaresz,WFX,2.3,2015 LCS 北美春季赛
Avalon,WFX,2.5,2015 LCS 北美春季赛
ShorterACE,WFX,1.9,2015 LCS 北美春季赛
Paragon,WFX,3.0,2015 LCS 北美春季赛
yolo,WFX,1.6,2015 LCS 北美春季赛
Pobelter,WFX,3.2,2015 LCS 北美春季赛
Altec,WFX,4.9,2015 LCS 北美春季赛
Altec,WFX,1.8,2015 LCS 北美春季赛
Gleeb,WFX,5.1,2015 LCS 北美春季赛
Helios,WFX,3.2,2015 LCS 北美春季赛
Adrian,P1,3.4,2015 LCS 北美春季赛
Rhux,P1,4.0,2015 LCS 北美春季赛
Rush,P1,3.5,2015 LCS 北美春季赛
Apollo,P1,4.9,2015 LCS 北美春季赛
XiaoWeiXiao,P1,3.7,2015 LCS 北美春季赛
Impact,P1,3.6,2015 LCS 北美春季赛
Piglet,TL,4.6,2015 LCS 北美春季赛
FeniX,TL,3.8,2015 LCS 北美春季赛
IWDominate,TL,3.8,2015 LCS 北美春季赛
Keith,TL,7.8,2015 LCS 北美春季赛
Quas,TL,4.0,2015 LCS 北美春季赛
Xpecial,TL,3.6,2015 LCS 北美春季赛
Lustboy,TSM,6.3,2015 LCS 北美春季赛
WildTurtle,TSM,4.9,2015 LCS 北美春季赛
Bjergsen,TSM,7.0,2015 LCS 北美春季赛
Santorin,TSM,8.0,2015 LCS 北美春季赛
Dyrus,TSM,3.1,2015 LCS 北美春季赛
Shiphtur,DIG,3.3,2015 LCS 北美春季赛
Crumbzz,DIG,0.7,2015 LCS 北美春季赛
Azingy,DIG,1.5,2015 LCS 北美春季赛
CloudNguyen,DIG,2.0,2015 LCS 北美春季赛
Gamsu,DIG,2.7,2015 LCS 北美春季赛
CoreJJ,DIG,2.9,2015 LCS 北美春季赛
Kiwikid,DIG,2.6,2015 LCS 北美春季赛
fredy122,SK,2.7,2014 LCS 欧洲春季赛
nRated,SK,3.1,2014 LCS 欧洲春季赛
CandyPanda,SK,4.5,2014 LCS 欧洲春季赛
Jesiz,SK,3.6,2014 LCS 欧洲春季赛
Svenskeren,SK,2.7,2014 LCS 欧洲春季赛
Edward,GMB,2.2,2014 LCS 欧洲春季赛
Darien,GMB,2.7,2014 LCS 欧洲春季赛
Genja,GMB,5.9,2014 LCS 欧洲春季赛
Alex Ich,GMB,3.4,2014 LCS 欧洲春季赛
Zorozero,GMB,5.0,2014 LCS 欧洲春季赛
Nukeduck,GMB,5.0,2014 LCS 欧洲春季赛
Hulberto,GMB,2.2,2014 LCS 欧洲春季赛
Fury,GMB,4.5,2014 LCS 欧洲春季赛
Diamondprox,GMB,3.4,2014 LCS 欧洲春季赛
YellOwStaR,FNC,4.1,2014 LCS 欧洲春季赛
Rekkles,FNC,7.8,2014 LCS 欧洲春季赛
SoaZ,FNC,5.2,2014 LCS 欧洲春季赛
xPeke,FNC,3.5,2014 LCS 欧洲春季赛
Cyanide,FNC,3.5,2014 LCS 欧洲春季赛
Tabzz,ALL,4.8,2014 LCS 欧洲春季赛
Wickd,ALL,2.9,2014 LCS 欧洲春季赛
Shook,ALL,2.9,2014 LCS 欧洲春季赛
Nyph,ALL,2.8,2014 LCS 欧洲春季赛
Froggen,ALL,4.3,2014 LCS 欧洲春季赛
Creaton,MIL,4.0,2014 LCS 欧洲春季赛
Jree,MIL,2.5,2014 LCS 欧洲春季赛
Kottenx,MIL,2.3,2014 LCS 欧洲春季赛
Kerp,MIL,2.8,2014 LCS 欧洲春季赛
Araneae,MIL,2.0,2014 LCS 欧洲春季赛
Kev1n,MIL,3.9,2014 LCS 欧洲春季赛
YoungBuck,CW,2.3,2014 LCS 欧洲春季赛
Unlimited,CW,2.7,2014 LCS 欧洲春季赛
Amazing,CW,3.8,2014 LCS 欧洲春季赛
cowTard,CW,2.6,2014 LCS 欧洲春季赛
Forg1vengre,CW,3.5,2014 LCS 欧洲春季赛
Moopz,MYM,2.5,2014 LCS 欧洲春季赛
Migxa,MYM,1.6,2014 LCS 欧洲春季赛
Mimer,MYM,2.1,2014 LCS 欧洲春季赛
Impaler,MYM,2.2,2014 LCS 欧洲春季赛
MrRalleZ,MYM,4.1,2014 LCS 欧洲春季赛
Selfie,MYM,1.8,2014 LCS 欧洲春季赛
Celaver,ROC,4.7,2014 LCS 欧洲春季赛
Xaxus,ROC,3.9,2014 LCS 欧洲春季赛
Overpow,ROC,4.4,2014 LCS 欧洲春季赛
Vander,ROC,4.7,2014 LCS 欧洲春季赛
Jankos,ROC,3.9,2014 LCS 欧洲春季赛
fredy122,SK,2.7,2014 LCS 欧洲夏季赛
,SK,3.1,2014 LCS 欧洲夏季赛
nRated,SK,4.1,2014 LCS 欧洲夏季赛
CandyPanda,SK,4.4,2014 LCS 欧洲夏季赛
Jesiz,SK,4.5,2014 LCS 欧洲夏季赛
Edward,GMB,2.3,2014 LCS 欧洲夏季赛
Darien,GMB,1.2,2014 LCS 欧洲夏季赛
Genja,GMB,4.4,2014 LCS 欧洲夏季赛
Kubon,GMB,2.8,2014 LCS 欧洲夏季赛
niQ,GMB,3.0,2014 LCS 欧洲夏季赛
Loulex,GMB,1.6,2014 LCS 欧洲夏季赛
Cabochard,GMB,2.6,2014 LCS 欧洲夏季赛
Fury,GMB,2.2,2014 LCS 欧洲夏季赛
Diamondprox,GMB,2.1,2014 LCS 欧洲夏季赛
Hiiva,GMB,1.4,2014 LCS 欧洲夏季赛
YellOwStaR,FNC,5.2,2014 LCS 欧洲夏季赛
Rekkles,FNC,10.2,2014 LCS 欧洲夏季赛
SoaZ,FNC,3.6,2014 LCS 欧洲夏季赛
xPeke,FNC,4.2,2014 LCS 欧洲夏季赛
Cyanide,FNC,4.0,2014 LCS 欧洲夏季赛
Tabzz,ALL,6.2,2014 LCS 欧洲夏季赛
Wickd,ALL,3.7,2014 LCS 欧洲夏季赛
Shook,ALL,4.1,2014 LCS 欧洲夏季赛
Nyph,ALL,4.0,2014 LCS 欧洲夏季赛
Froggen,ALL,7.1,2014 LCS 欧洲夏季赛
Creaton,MIL,4.7,2014 LCS 欧洲夏季赛
Jree,MIL,2.7,2014 LCS 欧洲夏季赛
Kottenx,MIL,2.4,2014 LCS 欧洲夏季赛
Kerp,MIL,3.1,2014 LCS 欧洲夏季赛
Kev1n,MIL,2.9,2014 LCS 欧洲夏季赛
YoungBuck,CW,1.8,2014 LCS 欧洲夏季赛
Unlimited,CW,1.9,2014 LCS 欧洲夏季赛
Soren,CW,2.3,2014 LCS 欧洲夏季赛
Mazzerin,CW,2.5,2014 LCS 欧洲夏季赛
Brokenshard,CW,1.8,2014 LCS 欧洲夏季赛
Airwaks,CW,2.2,2014 LCS 欧洲夏季赛
cowTard,CW,2.5,2014 LCS 欧洲夏季赛
Woolite,CW,3.0,2014 LCS 欧洲夏季赛
Mimer,MYM,5.1,2014 LCS 欧洲夏季赛
Impaler,MYM,3.4,2014 LCS 欧洲夏季赛
wewillfailer,MYM,2.3,2014 LCS 欧洲夏季赛
kaSing,MYM,4.0,2014 LCS 欧洲夏季赛
MrRalleZ,MYM,5.6,2014 LCS 欧洲夏季赛
Selfie,MYM,3.5,2014 LCS 欧洲夏季赛
Celaver,ROC,3.7,2014 LCS 欧洲夏季赛
Xaxus,ROC,2.4,2014 LCS 欧洲夏季赛
Overpow,ROC,3.0,2014 LCS 欧洲夏季赛
Vander,ROC,4.1,2014 LCS 欧洲夏季赛
Jankos,ROC,3.4,2014 LCS 欧洲夏季赛
fredy122,SK,2.9,2015 LCS 欧洲春季赛
,SK,3.5,2015 LCS 欧洲春季赛
nRated,SK,4.7,2015 LCS 欧洲春季赛
Forg1vengre,SK,6.0,2015 LCS 欧洲春季赛
Fox,SK,3.8,2015 LCS 欧洲春季赛
Edward,GMB,3.0,2015 LCS 欧洲春季赛
P1noy,GMB,4.0,2015 LCS 欧洲春季赛
BeTsy,GMB,4.1,2015 LCS 欧洲春季赛
niQ,GMB,2.4,2015 LCS 欧洲春季赛
Cabochard,GMB,4.1,2015 LCS 欧洲春季赛
Diamondprox,GMB,3.7,2015 LCS 欧洲春季赛
Febiven,FNC,6.4,2015 LCS 欧洲春季赛
YellOwStaR,FNC,6.3,2015 LCS 欧洲春季赛
Huni,FNC,3.6,2015 LCS 欧洲春季赛
Reignover,FNC,3.8,2015 LCS 欧洲春季赛
Steeelback,FNC,8.0,2015 LCS 欧洲春季赛
Werlyb,GIA,1.4,2015 LCS 欧洲春季赛
Fr3deric,GIA,1.7,2015 LCS 欧洲春季赛
xPePii,GIA,2.6,2015 LCS 欧洲春季赛
Adryh,GIA,3.0,2015 LCS 欧洲春季赛
Rydle,GIA,1.5,2015 LCS 欧洲春季赛
YoungBuck,CW,2.0,2015 LCS 欧洲春季赛
Unlimited,CW,3.1,2015 LCS 欧洲春季赛
Soren,CW,3.2,2015 LCS 欧洲春季赛
Airwaks,CW,2.2,2015 LCS 欧洲春季赛
Freeze,CW,4.3,2015 LCS 欧洲春季赛
Mimer,MYM,1.3,2015 LCS 欧洲春季赛
H0R0,MYM,3.6,2015 LCS 欧洲春季赛
Blizer300,MYM,1.8,2015 LCS 欧洲春季赛
Jwaow,MYM,3.1,2015 LCS 欧洲春季赛
Noxiak,MYM,3.2,2015 LCS 欧洲春季赛
MrRalleZ,MYM,4.2,2015 LCS 欧洲春季赛
Nisbeth,MYM,1.6,2015 LCS 欧洲春季赛
Selfie,MYM,2.5,2015 LCS 欧洲春季赛
Woolite,ROC,3.0,2015 LCS 欧洲春季赛
Overpow,ROC,2.2,2015 LCS 欧洲春季赛
Vander,ROC,3.3,2015 LCS 欧洲春季赛
Jankos,ROC,3.7,2015 LCS 欧洲春季赛
Nukeduck,ROC,3.8,2015 LCS 欧洲春季赛
Odoamne,H2K,4.4,2015 LCS 欧洲春季赛
Ryu,H2K,4.2,2015 LCS 欧洲春季赛
Voidle,H2K,1.8,2015 LCS 欧洲春季赛
Loulex,H2K,3.8,2015 LCS 欧洲春季赛
kaSing,H2K,4.8,2015 LCS 欧洲春季赛
Hjarnan,H2K,5.8,2015 LCS 欧洲春季赛
Vizicsacsi,UOL,2.8,2015 LCS 欧洲春季赛
Vardags,UOL,3.3,2015 LCS 欧洲春季赛
Hylissang,UOL,2.6,2015 LCS 欧洲春季赛
Kikis,UOL,3.3,2015 LCS 欧洲春季赛
PowerOfEvil,UOL,3.5,2015 LCS 欧洲春季赛
Rekkles,S04,7.0,2015 LCS 欧洲春季赛
Wickd,S04,2.2,2015 LCS 欧洲春季赛
Shook,S04,4.4,2015 LCS 欧洲春季赛
Nyph,S04,2.9,2015 LCS 欧洲春季赛
Froggen,S04,4.0,2015 LCS 欧洲春季赛
,S04,3.2,2015 LCS 欧洲春季赛
Kev1n,S04,1.8,2015 LCS 欧洲春季赛
Otter,NME,5.6,2015 CS 北美挑战者春季赛
Bodydrop,NME,4.0,2015 CS 北美挑战者春季赛
Flaresz,NME,4.0,2015 CS 北美挑战者春季赛
Innox,NME,9.5,2015 CS 北美挑战者春季赛
ShorterACE,NME,20.0,2015 CS 北美挑战者春季赛
Kold,NME,5.6,2015 CS 北美挑战者春季赛
Huhi,FSN,3.9,2015 CS 北美挑战者春季赛
NintendudeX,FSN,5.8,2015 CS 北美挑战者春季赛
MiMo,FSN,4.2,2015 CS 北美挑战者春季赛
Nientonsoh,FSN,5.5,2015 CS 北美挑战者春季赛
Trance,FSN,4.4,2015 CS 北美挑战者春季赛
Chunkyfresh,FSN,3.8,2015 CS 北美挑战者春季赛
Gate,F5,2.3,2015 CS 北美挑战者春季赛
heavenTime,F5,2.1,2015 CS 北美挑战者春季赛
Impaler,F5,2.1,2015 CS 北美挑战者春季赛
Sheep,F5,1.6,2015 CS 北美挑战者春季赛
Rhux,F5,1.9,2015 CS 北美挑战者春季赛
Rule18,F5,3.2,2015 CS 北美挑战者春季赛
Kwon,F5,6.8,2015 CS 北美挑战者春季赛
Veritas,F5,2.9,2015 CS 北美挑战者春季赛
kez,TDK,3.9,2015 CS 北美挑战者春季赛
Seraph,TDK,3.2,2015 CS 北美挑战者春季赛
Alex Ich,TDK,18.0,2015 CS 北美挑战者春季赛
LouisXGeeGee,TDK,3.1,2015 CS 北美挑战者春季赛
Kyle,TDK,3.5,2015 CS 北美挑战者春季赛
RF Legendary,TDK,6.5,2015 CS 北美挑战者春季赛
Sakuya,TDK,26.0,2015 CS 北美挑战者春季赛
Smoothie,TDK,3.5,2015 CS 北美挑战者春季赛
JJackstar,TSD,8.5,2015 CS 北美挑战者春季赛
t3azer,TSD,5.0,2015 CS 北美挑战者春季赛
t3azer,TSD,1.6,2015 CS 北美挑战者春季赛
Big Ol Ron,TSD,1.8,2015 CS 北美挑战者春季赛
Indivisible,TSD,2.8,2015 CS 北美挑战者春季赛
Sojin,TSD,2.3,2015 CS 北美挑战者春季赛
Sojin,TSD,4.9,2015 CS 北美挑战者春季赛
Arcsecond,TSD,5.7,2015 CS 北美挑战者春季赛
Azingy,TSD,2.1,2015 CS 北美挑战者春季赛
Inori,TSD,1.9,2015 CS 北美挑战者春季赛
Westrice,CLB,2.7,2015 CS 北美挑战者春季赛
Thinkcard,CLB,1.0,2015 CS 北美挑战者春季赛
Thinkcard,CLB,1.7,2015 CS 北美挑战者春季赛
Thinkcard,CLB,0.4,2015 CS 北美挑战者春季赛
Stixxay,CLB,1.0,2015 CS 北美挑战者春季赛
Stixxay,CLB,0.8,2015 CS 北美挑战者春季赛
Stixxay,CLB,2.7,2015 CS 北美挑战者春季赛
i KeNNy u,CLB,1.1,2015 CS 北美挑战者春季赛
i KeNNy u,CLB,0.6,2015 CS 北美挑战者春季赛
i KeNNy u,CLB,1.9,2015 CS 北美挑战者春季赛
samy,CLB,1.2,2015 CS 北美挑战者春季赛
Lourlo,CLB,2.1,2015 CS 北美挑战者春季赛
Lourlo,CLB,0.6,2015 CS 北美挑战者春季赛
Easy,CLB,3.0,2015 CS 北美挑战者春季赛
Easy,CLB,2.4,2015 CS 北美挑战者春季赛
Sedrion,MS,2.6,2015 CS 欧洲挑战者春季赛
MountaiN,MS,2.0,2015 CS 欧洲挑战者春季赛
Xaxus,MS,1.4,2015 CS 欧洲挑战者春季赛
Rawbin IV,MS,1.8,2015 CS 欧洲挑战者春季赛
SozPurefect,MS,3.1,2015 CS 欧洲挑战者春季赛
Xayoo,Reason Gaming,3.2,2015 CS 欧洲挑战者春季赛
Celaver,Reason Gaming,3.4,2015 CS 欧洲挑战者春季赛
Kubon,Reason Gaming,3.9,2015 CS 欧洲挑战者春季赛
TakeFun,Reason Gaming,2.7,2015 CS 欧洲挑战者春季赛
Libik,Reason Gaming,3.8,2015 CS 欧洲挑战者春季赛
Morsu,CWA,2.1,2015 CS 欧洲挑战者春季赛
Kirei,CWA,2.3,2015 CS 欧洲挑战者春季赛
Vizility,CWA,3.1,2015 CS 欧洲挑战者春季赛
Hybrid,CWA,2.8,2015 CS 欧洲挑战者春季赛
CozQ,CWA,2.5,2015 CS 欧洲挑战者春季赛
SoaZ,OG,6.3,2015 CS 欧洲挑战者春季赛
Amazing,OG,6.7,2015 CS 欧洲挑战者春季赛
xPeke,OG,5.8,2015 CS 欧洲挑战者春季赛
Zven,OG,12.1,2015 CS 欧洲挑战者春季赛
Mithy,OG,5.4,2015 CS 欧洲挑战者春季赛
Wunder,DEU,2.4,2015 CS 欧洲挑战者春季赛
Brokenshard,DEU,2.0,2015 CS 欧洲挑战者春季赛
Crazycaps,DEU,5.8,2015 CS 欧洲挑战者春季赛
Kobbe,DEU,3.1,2015 CS 欧洲挑战者春季赛
Zytan,DEU,3.3,2015 CS 欧洲挑战者春季赛
Voidle,DEU,1.7,2015 CS 欧洲挑战者春季赛
Sencux,DEU,3.3,2015 CS 欧洲挑战者春季赛
