name,type,value,date
Exterminare,GIA,3.2,2013 LCS 欧洲夏季资格赛
Jimbownz,GIA,2.4,2013 LCS 欧洲夏季资格赛
Babeta,GIA,3.0,2013 LCS 欧洲夏季资格赛
Morden,GIA,5.1,2013 LCS 欧洲夏季资格赛
Libik,MS,1.5,2013 LCS 欧洲夏季资格赛
Makler,MS,6.3,2013 LCS 欧洲夏季资格赛
Czaru,MS,2.9,2013 LCS 欧洲夏季资格赛
Mokatte,MS,5.0,2013 LCS 欧洲夏季资格赛
Kubon,MS,4.0,2013 LCS 欧洲夏季资格赛
Libik,MS,1.7,2013 LCS 欧洲夏季资格赛
Libik,MS,4.1,2013 LCS 欧洲夏季资格赛
Tabzz,Lemondogs,13.2,2013 LCS 欧洲夏季资格赛
Zorozero,Lemondogs,6.0,2013 LCS 欧洲夏季资格赛
Noonia,Lemondogs,5.5,2013 LCS 欧洲夏季资格赛
wewillfailer,Lemondogs,5.8,2013 LCS 欧洲夏季资格赛
Nukeduck,Lemondogs,6.0,2013 LCS 欧洲夏季资格赛
Bjergsen,CW,6.4,2013 LCS 欧洲夏季资格赛
TheTess,CW,7.0,2013 LCS 欧洲夏季资格赛
Godbro,CW,6.4,2013 LCS 欧洲夏季资格赛
Deficio,CW,4.2,2013 LCS 欧洲夏季资格赛
Svenskeren,CW,13.2,2013 LCS 欧洲夏季资格赛
fredy122,Against All Authority,1.5,2013 LCS 欧洲夏季资格赛
Nono,Against All Authority,1.8,2013 LCS 欧洲夏季资格赛
ViRtU4l,Against All Authority,1.4,2013 LCS 欧洲夏季资格赛
Zarmony,Against All Authority,2.3,2013 LCS 欧洲夏季资格赛
ShLaYa,Against All Authority,0.9,2013 LCS 欧洲夏季资格赛
YamatoCannon,Dragonborns,2.2,2013 LCS 欧洲夏季资格赛
Shushei,Dragonborns,1.5,2013 LCS 欧洲夏季资格赛
HosaN,Dragonborns,1.7,2013 LCS 欧洲夏季资格赛
Muvert,Dragonborns,2.2,2013 LCS 欧洲夏季资格赛
Malunoo,Dragonborns,3.7,2013 LCS 欧洲夏季资格赛
YoungBuck,Samurai in Jeans,3.5,2013 LCS 欧洲夏季资格赛
Unlimited,Samurai in Jeans,3.9,2013 LCS 欧洲夏季资格赛
Kottenx,Samurai in Jeans,2.5,2013 LCS 欧洲夏季资格赛
Extinkt,Samurai in Jeans,2.9,2013 LCS 欧洲夏季资格赛
Freeze,Samurai in Jeans,6.0,2013 LCS 欧洲夏季资格赛
eRot1c,Anexis eSports,1.9,2013 LCS 欧洲夏季资格赛
Celaver,Anexis eSports,1.2,2013 LCS 欧洲夏季资格赛
LeoFKorea,Anexis eSports,0.9,2013 LCS 欧洲夏季资格赛
Xaxus,Anexis eSports,1.4,2013 LCS 欧洲夏季资格赛
Overpow,Anexis eSports,1.0,2013 LCS 欧洲夏季资格赛
Moopz,Dexterisactuallyevil,3.1,2013 LCS 欧洲夏季资格赛
dexter,Dexterisactuallyevil,5.6,2013 LCS 欧洲夏季资格赛
Foo Sharp,Dexterisactuallyevil,4.1,2013 LCS 欧洲夏季资格赛
AoD,Dexterisactuallyevil,4.5,2013 LCS 欧洲夏季资格赛
Kikis,Dexterisactuallyevil,3.5,2013 LCS 欧洲夏季资格赛
Migxa,TCM Gaming,2.8,2013 LCS 欧洲夏季资格赛
Zoller,TCM Gaming,3.2,2013 LCS 欧洲夏季资格赛
Geogeo,TCM Gaming,2.9,2013 LCS 欧洲夏季资格赛
Nanouk,TCM Gaming,2.6,2013 LCS 欧洲夏季资格赛
ImSoFresh,TCM Gaming,3.0,2013 LCS 欧洲夏季资格赛
TessLaa,Wizards Club,3.2,2013 LCS 欧洲夏季资格赛
Carbono,Wizards Club,2.8,2013 LCS 欧洲夏季资格赛
Drag0n,Wizards Club,1.8,2013 LCS 欧洲夏季资格赛
Motroco,Wizards Club,2.7,2013 LCS 欧洲夏季资格赛
Mithy,Wizards Club,3.6,2013 LCS 欧洲夏季资格赛
Creaton,Team ALTERNATE,4.1,2013 LCS 欧洲夏季资格赛
Jree,Team ALTERNATE,3.2,2013 LCS 欧洲夏季资格赛
ForellenLord,Team ALTERNATE,2.8,2013 LCS 欧洲夏季资格赛
Kerp,Team ALTERNATE,2.9,2013 LCS 欧洲夏季资格赛
Araneae,Team ALTERNATE,2.9,2013 LCS 欧洲夏季资格赛
CandyPanda,SK,4.2,2013 LCS 欧洲夏季常规赛
ocelote,SK,2.6,2013 LCS 欧洲夏季常规赛
hyrqBot,SK,3.9,2013 LCS 欧洲夏季常规赛
Nyph,SK,3.1,2013 LCS 欧洲夏季常规赛
Kev1n,SK,3.6,2013 LCS 欧洲夏季常规赛
Darien,GMB,2.5,2013 LCS 欧洲夏季常规赛
Genja,GMB,5.6,2013 LCS 欧洲夏季常规赛
Alex Ich,GMB,2.3,2013 LCS 欧洲夏季常规赛
Kubon,GMB,10.0,2013 LCS 欧洲夏季常规赛
Voidle,GMB,2.7,2013 LCS 欧洲夏季常规赛
D4rker,GMB,2.5,2013 LCS 欧洲夏季常规赛
Spontexx,GMB,1.0,2013 LCS 欧洲夏季常规赛
Diamondprox,GMB,3.4,2013 LCS 欧洲夏季常规赛
nRated,FNC,2.3,2013 LCS 欧洲夏季常规赛
YellOwStaR,FNC,18.0,2013 LCS 欧洲夏季常规赛
YellOwStaR,FNC,3.6,2013 LCS 欧洲夏季常规赛
YellOwStaR,FNC,3.5,2013 LCS 欧洲夏季常规赛
SoaZ,FNC,3.6,2013 LCS 欧洲夏季常规赛
SoaZ,FNC,9.5,2013 LCS 欧洲夏季常规赛
xPeke,FNC,0.2,2013 LCS 欧洲夏季常规赛
xPeke,FNC,4.3,2013 LCS 欧洲夏季常规赛
Cyanide,FNC,4.1,2013 LCS 欧洲夏季常规赛
Cyanide,FNC,0.5,2013 LCS 欧洲夏季常规赛
Puszu,FNC,4.4,2013 LCS 欧洲夏季常规赛
Mimer,NIP,2.4,2013 LCS 欧洲夏季常规赛
hyrqBot,NIP,4.0,2013 LCS 欧洲夏季常规赛
Bjergsen,NIP,3.3,2013 LCS 欧洲夏季常规赛
Extinkt,NIP,4.8,2013 LCS 欧洲夏季常规赛
TheTess,NIP,2.1,2013 LCS 欧洲夏季常规赛
Deficio,NIP,5.5,2013 LCS 欧洲夏季常规赛
Malunoo,NIP,3.6,2013 LCS 欧洲夏季常规赛
Freeze,NIP,4.5,2013 LCS 欧洲夏季常规赛
Godbro,NIP,2.0,2013 LCS 欧洲夏季常规赛
Svenskeren,NIP,2.1,2013 LCS 欧洲夏季常规赛
Wickd,ALL,3.8,2013 LCS 欧洲夏季常规赛
Shacker,ALL,2.5,2013 LCS 欧洲夏季常规赛
Froggen,ALL,4.3,2013 LCS 欧洲夏季常规赛
Froggen,ALL,6.0,2013 LCS 欧洲夏季常规赛
Snoopeh,ALL,3.3,2013 LCS 欧洲夏季常规赛
Yellowpete,ALL,3.3,2013 LCS 欧洲夏季常规赛
,ALL,14.0,2013 LCS 欧洲夏季常规赛
,ALL,3.2,2013 LCS 欧洲夏季常规赛
Makler,MS,2.4,2013 LCS 欧洲夏季常规赛
Czaru,MS,2.4,2013 LCS 欧洲夏季常规赛
Mokatte,MS,2.1,2013 LCS 欧洲夏季常规赛
Kubon,MS,2.4,2013 LCS 欧洲夏季常规赛
Libik,MS,2.0,2013 LCS 欧洲夏季常规赛
Tabzz,Lemondogs,5.0,2013 LCS 欧洲夏季常规赛
dexter,Lemondogs,0.7,2013 LCS 欧洲夏季常规赛
dexter,Lemondogs,4.2,2013 LCS 欧洲夏季常规赛
Zorozero,Lemondogs,4.0,2013 LCS 欧洲夏季常规赛
wewillfailer,Lemondogs,2.7,2013 LCS 欧洲夏季常规赛
Nukeduck,Lemondogs,3.9,2013 LCS 欧洲夏季常规赛
Mithy,Lemondogs,2.9,2013 LCS 欧洲夏季常规赛
Creaton,Team ALTERNATE,6.4,2013 LCS 欧洲夏季常规赛
Creaton,Team ALTERNATE,1.2,2013 LCS 欧洲夏季常规赛
Jree,Team ALTERNATE,2.0,2013 LCS 欧洲夏季常规赛
Jree,Team ALTERNATE,3.6,2013 LCS 欧洲夏季常规赛
ForellenLord,Team ALTERNATE,3.0,2013 LCS 欧洲夏季常规赛
Kerp,Team ALTERNATE,4.5,2013 LCS 欧洲夏季常规赛
WhiteKnight,Team ALTERNATE,2.6,2013 LCS 欧洲夏季常规赛
WhiteKnight,Team ALTERNATE,3.6,2013 LCS 欧洲夏季常规赛
Araneae,Team ALTERNATE,3.0,2013 LCS 欧洲夏季常规赛
Darien,GMB,3.8,2013 S3 全球总决赛 欧洲预选赛
Genja,GMB,2.5,2013 S3 全球总决赛 欧洲预选赛
Alex Ich,GMB,2.8,2013 S3 全球总决赛 欧洲预选赛
Voidle,GMB,2.1,2013 S3 全球总决赛 欧洲预选赛
Diamondprox,GMB,3.8,2013 S3 全球总决赛 欧洲预选赛
YellOwStaR,FNC,3.5,2013 S3 全球总决赛 欧洲预选赛
SoaZ,FNC,7.1,2013 S3 全球总决赛 欧洲预选赛
xPeke,FNC,5.9,2013 S3 全球总决赛 欧洲预选赛
Cyanide,FNC,8.7,2013 S3 全球总决赛 欧洲预选赛
Puszu,FNC,5.6,2013 S3 全球总决赛 欧洲预选赛
Bjergsen,NIP,3.0,2013 S3 全球总决赛 欧洲预选赛
Deficio,NIP,3.8,2013 S3 全球总决赛 欧洲预选赛
Malunoo,NIP,5.6,2013 S3 全球总决赛 欧洲预选赛
Freeze,NIP,4.0,2013 S3 全球总决赛 欧洲预选赛
Wickd,ALL,2.9,2013 S3 全球总决赛 欧洲预选赛
Froggen,ALL,5.9,2013 S3 全球总决赛 欧洲预选赛
Snoopeh,ALL,3.2,2013 S3 全球总决赛 欧洲预选赛
Yellowpete,ALL,3.2,2013 S3 全球总决赛 欧洲预选赛
,ALL,2.1,2013 S3 全球总决赛 欧洲预选赛
Tabzz,Lemondogs,4.8,2013 S3 全球总决赛 欧洲预选赛
dexter,Lemondogs,4.0,2013 S3 全球总决赛 欧洲预选赛
Zorozero,Lemondogs,2.8,2013 S3 全球总决赛 欧洲预选赛
Nukeduck,Lemondogs,3.4,2013 S3 全球总决赛 欧洲预选赛
Mithy,Lemondogs,2.5,2013 S3 全球总决赛 欧洲预选赛
Creaton,Team ALTERNATE,2.5,2013 S3 全球总决赛 欧洲预选赛
Jree,Team ALTERNATE,2.2,2013 S3 全球总决赛 欧洲预选赛
ForellenLord,Team ALTERNATE,2.9,2013 S3 全球总决赛 欧洲预选赛
Kerp,Team ALTERNATE,3.0,2013 S3 全球总决赛 欧洲预选赛
Araneae,Team ALTERNATE,1.6,2013 S3 全球总决赛 欧洲预选赛
fredy122,SK,3.7,2014 LCS 欧洲春季资格赛
CandyPanda,SK,8.9,2014 LCS 欧洲春季资格赛
Jesiz,SK,6.2,2014 LCS 欧洲春季资格赛
Nyph,SK,4.6,2014 LCS 欧洲春季资格赛
Svenskeren,SK,4.0,2014 LCS 欧洲春季资格赛
hyrqBot,NIP,1.1,2014 LCS 欧洲春季资格赛
Zorozero,NIP,2.2,2014 LCS 欧洲春季资格赛
Nukeduck,NIP,4.3,2014 LCS 欧洲春季资格赛
Freeze,NIP,3.8,2014 LCS 欧洲春季资格赛
Mithy,NIP,2.4,2014 LCS 欧洲春季资格赛
Libik,MS,2.6,2014 LCS 欧洲春季资格赛
Czaru,MS,3.9,2014 LCS 欧洲春季资格赛
Mokatte,MS,1.8,2014 LCS 欧洲春季资格赛
Kubon,MS,2.3,2014 LCS 欧洲春季资格赛
Libik,MS,1.7,2014 LCS 欧洲春季资格赛
Celaver,KMT,3.5,2014 LCS 欧洲春季资格赛
Xaxus,KMT,4.3,2014 LCS 欧洲春季资格赛
Overpow,KMT,5.0,2014 LCS 欧洲春季资格赛
Vander,KMT,5.0,2014 LCS 欧洲春季资格赛
Jankos,KMT,5.7,2014 LCS 欧洲春季资格赛
Moopz,SHC,2.3,2014 LCS 欧洲春季资格赛
Migxa,SHC,1.7,2014 LCS 欧洲春季资格赛
Mimer,SHC,2.2,2014 LCS 欧洲春季资格赛
Haydal,SHC,2.4,2014 LCS 欧洲春季资格赛
Impaler,SHC,2.1,2014 LCS 欧洲春季资格赛
YoungBuck,CW,3.0,2014 LCS 欧洲春季资格赛
Unlimited,CW,2.4,2014 LCS 欧洲春季资格赛
Amazing,CW,5.3,2014 LCS 欧洲春季资格赛
cowTard,CW,4.3,2014 LCS 欧洲春季资格赛
Forg1vengre,CW,6.8,2014 LCS 欧洲春季资格赛
Zorozero,NIP,2.2,2014 LCS 欧洲夏季资格赛
Nukeduck,NIP,2.6,2014 LCS 欧洲夏季资格赛
Hulberto,NIP,6.2,2014 LCS 欧洲夏季资格赛
Freeze,NIP,7.6,2014 LCS 欧洲夏季资格赛
Mithy,NIP,2.2,2014 LCS 欧洲夏季资格赛
Creaton,MIL,2.0,2014 LCS 欧洲夏季资格赛
Jree,MIL,5.6,2014 LCS 欧洲夏季资格赛
Kottenx,MIL,2.6,2014 LCS 欧洲夏季资格赛
Kerp,MIL,2.9,2014 LCS 欧洲夏季资格赛
Kev1n,MIL,7.4,2014 LCS 欧洲夏季资格赛
YoungBuck,CW,2.8,2014 LCS 欧洲夏季资格赛
Unlimited,CW,9.8,2014 LCS 欧洲夏季资格赛
Amazing,CW,6.2,2014 LCS 欧洲夏季资格赛
cowTard,CW,6.0,2014 LCS 欧洲夏季资格赛
Forg1vengre,CW,6.4,2014 LCS 欧洲夏季资格赛
Migxa,MYM,7.7,2014 LCS 欧洲夏季资格赛
Mimer,MYM,7.0,2014 LCS 欧洲夏季资格赛
Amin,MYM,12.0,2014 LCS 欧洲夏季资格赛
Impaler,MYM,6.2,2014 LCS 欧洲夏季资格赛
Selfie,MYM,8.0,2014 LCS 欧洲夏季资格赛
Febiven,H2K,1.0,2014 LCS 欧洲夏季资格赛
Odoamne,H2K,1.3,2014 LCS 欧洲夏季资格赛
Santorin,H2K,2.0,2014 LCS 欧洲夏季资格赛
Voidle,H2K,0.5,2014 LCS 欧洲夏季资格赛
Hjarnan,H2K,0.7,2014 LCS 欧洲夏季资格赛
Babunia,DNE,2.3,2014 LCS 欧洲夏季资格赛
superAZE,DNE,1.8,2014 LCS 欧洲夏季资格赛
Woolite,DNE,2.1,2014 LCS 欧洲夏季资格赛
niQ,DNE,3.2,2014 LCS 欧洲夏季资格赛
Kikis,DNE,2.8,2014 LCS 欧洲夏季资格赛
Edward,GMB,4.8,2015 LCS 欧洲春季资格赛
Kubon,GMB,5.0,2015 LCS 欧洲春季资格赛
niQ,GMB,3.0,2015 LCS 欧洲春季资格赛
Krislund,GMB,5.9,2015 LCS 欧洲春季资格赛
Diamondprox,GMB,4.6,2015 LCS 欧洲春季资格赛
Creaton,MIL,2.8,2015 LCS 欧洲春季资格赛
Jree,MIL,3.1,2015 LCS 欧洲春季资格赛
Kottenx,MIL,2.0,2015 LCS 欧洲春季资格赛
Kerp,MIL,2.3,2015 LCS 欧洲春季资格赛
Kev1n,MIL,1.8,2015 LCS 欧洲春季资格赛
YoungBuck,CW,5.0,2015 LCS 欧洲春季资格赛
Unlimited,CW,5.0,2015 LCS 欧洲春季资格赛
Soren,CW,5.3,2015 LCS 欧洲春季资格赛
Airwaks,CW,7.7,2015 LCS 欧洲春季资格赛
Woolite,CW,25.0,2015 LCS 欧洲春季资格赛
Febiven,H2K,0.7,2015 LCS 欧洲春季资格赛
Odoamne,H2K,0.6,2015 LCS 欧洲春季资格赛
AoD,H2K,2.8,2015 LCS 欧洲春季资格赛
Hjarnan,H2K,1.6,2015 LCS 欧洲春季资格赛
,H2K,1.8,2015 LCS 欧洲春季资格赛
Vizicsacsi,UOL,4.5,2015 LCS 欧洲春季资格赛
Vardags,UOL,5.3,2015 LCS 欧洲春季资格赛
Hylissang,UOL,5.2,2015 LCS 欧洲春季资格赛
Gilius,UOL,4.8,2015 LCS 欧洲春季资格赛
PowerOfEvil,UOL,5.9,2015 LCS 欧洲春季资格赛
Zyzz,SKP,2.3,2015 LCS 欧洲春季资格赛
Zytan,SKP,1.9,2015 LCS 欧洲春季资格赛
Smittyj,SKP,2.3,2015 LCS 欧洲春季资格赛
Kikis,SKP,2.5,2015 LCS 欧洲春季资格赛
Fox,SKP,2.5,2015 LCS 欧洲春季资格赛
Werlyb,GIA,3.3,2015 LCS 欧洲夏季资格赛
Fr3deric,GIA,4.0,2015 LCS 欧洲夏季资格赛
xPePii,GIA,3.9,2015 LCS 欧洲夏季资格赛
Adryh,GIA,3.8,2015 LCS 欧洲夏季资格赛
Rydle,GIA,2.8,2015 LCS 欧洲夏季资格赛
Woolite,ROC,7.0,2015 LCS 欧洲夏季资格赛
Overpow,ROC,7.0,2015 LCS 欧洲夏季资格赛
Vander,ROC,12.0,2015 LCS 欧洲夏季资格赛
Jankos,ROC,39.0,2015 LCS 欧洲夏季资格赛
Nukeduck,ROC,27.0,2015 LCS 欧洲夏季资格赛
Xayoo,Reason Gaming,2.5,2015 LCS 欧洲夏季资格赛
Celaver,Reason Gaming,2.0,2015 LCS 欧洲夏季资格赛
Kubon,Reason Gaming,3.2,2015 LCS 欧洲夏季资格赛
TakeFun,Reason Gaming,3.3,2015 LCS 欧洲夏季资格赛
Libik,Reason Gaming,2.6,2015 LCS 欧洲夏季资格赛
Morsu,CWA,0.6,2015 LCS 欧洲夏季资格赛
Kirei,CWA,0.8,2015 LCS 欧洲夏季资格赛
Vizility,CWA,0.4,2015 LCS 欧洲夏季资格赛
Hybrid,CWA,0.5,2015 LCS 欧洲夏季资格赛
CozQ,CWA,0.3,2015 LCS 欧洲夏季资格赛
fredy122,SK,2.4,2015 LCS 欧洲夏季赛
nRated,SK,3.3,2015 LCS 欧洲夏季赛
CandyPanda,SK,2.9,2015 LCS 欧洲夏季赛
Fox,SK,2.8,2015 LCS 欧洲夏季赛
Svenskeren,SK,2.5,2015 LCS 欧洲夏季赛
Edward,GMB,1.9,2015 LCS 欧洲夏季赛
BeTsy,GMB,2.8,2015 LCS 欧洲夏季赛
Moopz,GMB,3.5,2015 LCS 欧洲夏季赛
Cabochard,GMB,2.6,2015 LCS 欧洲夏季赛
Forg1vengre,GMB,3.2,2015 LCS 欧洲夏季赛
Diamondprox,GMB,1.9,2015 LCS 欧洲夏季赛
Febiven,FNC,7.8,2015 LCS 欧洲夏季赛
YellOwStaR,FNC,14.9,2015 LCS 欧洲夏季赛
Rekkles,FNC,12.8,2015 LCS 欧洲夏季赛
Huni,FNC,4.0,2015 LCS 欧洲夏季赛
Reignover,FNC,5.4,2015 LCS 欧洲夏季赛
Werlyb,GIA,2.3,2015 LCS 欧洲夏季赛
Fr3deric,GIA,2.1,2015 LCS 欧洲夏季赛
xPePii,GIA,3.8,2015 LCS 欧洲夏季赛
Adryh,GIA,2.4,2015 LCS 欧洲夏季赛
G0DFRED,GIA,3.2,2015 LCS 欧洲夏季赛
YoungBuck,CW,1.5,2015 LCS 欧洲夏季赛
Unlimited,CW,1.4,2015 LCS 欧洲夏季赛
Soren,CW,1.6,2015 LCS 欧洲夏季赛
Airwaks,CW,2.2,2015 LCS 欧洲夏季赛
Shook,CW,2.0,2015 LCS 欧洲夏季赛
Lenny,CW,2.2,2015 LCS 欧洲夏季赛
Je suis kaas,CW,1.4,2015 LCS 欧洲夏季赛
Freeze,CW,4.0,2015 LCS 欧洲夏季赛
Woolite,ROC,2.8,2015 LCS 欧洲夏季赛
Vander,ROC,5.1,2015 LCS 欧洲夏季赛
Jankos,ROC,4.1,2015 LCS 欧洲夏季赛
Steve,ROC,2.8,2015 LCS 欧洲夏季赛
MrRalleZ,ROC,4.9,2015 LCS 欧洲夏季赛
Nukeduck,ROC,4.7,2015 LCS 欧洲夏季赛
Odoamne,H2K,3.2,2015 LCS 欧洲夏季赛
Ryu,H2K,4.9,2015 LCS 欧洲夏季赛
betongJocke,H2K,3.0,2015 LCS 欧洲夏季赛
Loulex,H2K,3.3,2015 LCS 欧洲夏季赛
kaSing,H2K,5.5,2015 LCS 欧洲夏季赛
Hjarnan,H2K,7.5,2015 LCS 欧洲夏季赛
H0R0,UOL,2.2,2015 LCS 欧洲夏季赛
Vizicsacsi,UOL,2.7,2015 LCS 欧洲夏季赛
Vardags,UOL,3.2,2015 LCS 欧洲夏季赛
Hylissang,UOL,2.4,2015 LCS 欧洲夏季赛
Gilius,UOL,2.1,2015 LCS 欧洲夏季赛
Kikis,UOL,3.8,2015 LCS 欧洲夏季赛
PowerOfEvil,UOL,3.7,2015 LCS 欧洲夏季赛
Tabzz,S04,2.9,2015 LCS 欧洲夏季赛
dexter,S04,2.8,2015 LCS 欧洲夏季赛
Nyph,S04,2.0,2015 LCS 欧洲夏季赛
Jwaow,S04,2.6,2015 LCS 欧洲夏季赛
Froggen,S04,3.2,2015 LCS 欧洲夏季赛
promisq,S04,2.2,2015 LCS 欧洲夏季赛
SoaZ,OG,3.7,2015 LCS 欧洲夏季赛
Amazing,OG,4.0,2015 LCS 欧洲夏季赛
xPeke,OG,4.3,2015 LCS 欧洲夏季赛
Zven,OG,6.3,2015 LCS 欧洲夏季赛
Mithy,OG,3.8,2015 LCS 欧洲夏季赛
kez,C9T,2.3,2014 北美挑战者春季季后赛
Bischu,C9T,3.3,2014 北美挑战者春季季后赛
Altec,C9T,5.5,2014 北美挑战者春季季后赛
Gleeb,C9T,6.0,2014 北美挑战者春季季后赛
Yazuki,C9T,2.8,2014 北美挑战者春季季后赛
Westrice,CLB,3.1,2014 北美挑战者春季季后赛
pr0lly,CLB,4.2,2014 北美挑战者春季季后赛
pr0lly,CLB,16.0,2014 北美挑战者春季季后赛
ROBERTxLEE,CLB,16.0,2014 北美挑战者春季季后赛
ROBERTxLEE,CLB,6.7,2014 北美挑战者春季季后赛
Brokenshard,CLB,3.0,2014 北美挑战者春季季后赛
Bubbadub,CLB,3.6,2014 北美挑战者春季季后赛
Vasilii,LMQ,4.0,2014 北美挑战者春季季后赛
Mor,LMQ,2.8,2014 北美挑战者春季季后赛
GodLike,LMQ,3.9,2014 北美挑战者春季季后赛
NoName,LMQ,4.7,2014 北美挑战者春季季后赛
XiaoWeiXiao,LMQ,8.0,2014 北美挑战者春季季后赛
Mash,CA,4.1,2014 北美挑战者春季季后赛
Rhux,CA,3.3,2014 北美挑战者春季季后赛
Pat,CA,2.0,2014 北美挑战者春季季后赛
Pat,CA,4.2,2014 北美挑战者春季季后赛
Duocek,CA,4.0,2014 北美挑战者春季季后赛
Duocek,CA,1.0,2014 北美挑战者春季季后赛
,CA,2.8,2014 北美挑战者春季季后赛
Impactful,CLR,1.0,2014 北美挑战者春季季后赛
Nk Inc,CLR,0.1,2014 北美挑战者春季季后赛
Jezie,CLR,0.4,2014 北美挑战者春季季后赛
Fragnat1c,CLR,0.7,2014 北美挑战者春季季后赛
Goldenglue,CLR,0.3,2014 北美挑战者春季季后赛
Xmithie,XDG,3.1,2014 北美挑战者夏季季后赛
Adrian,XDG,2.3,2014 北美挑战者夏季季后赛
BabyZeus,XDG,2.4,2014 北美挑战者夏季季后赛
BabyZeus,XDG,7.0,2014 北美挑战者夏季季后赛
i KeNNy u,XDG,1.7,2014 北美挑战者夏季季后赛
i KeNNy u,XDG,4.8,2014 北美挑战者夏季季后赛
LattmaN,XDG,1.8,2014 北美挑战者夏季季后赛
Mash,CST,7.6,2014 北美挑战者夏季季后赛
Sheep,CST,2.8,2014 北美挑战者夏季季后赛
Rhux,CST,3.1,2014 北美挑战者夏季季后赛
Santorin,CST,5.1,2014 北美挑战者夏季季后赛
Goldenglue,CST,4.9,2014 北美挑战者夏季季后赛
Impactful,CA,4.5,2014 北美挑战者夏季季后赛
Cris,CA,5.0,2014 北美挑战者夏季季后赛
Saintvicious,CA,3.0,2014 北美挑战者夏季季后赛
Keane,CA,3.3,2014 北美挑战者夏季季后赛
Bunny FuFuu,CA,4.8,2014 北美挑战者夏季季后赛
CaliTrlolz8,T8,3.3,2014 北美挑战者夏季季后赛
Slooshi,T8,5.7,2014 北美挑战者夏季季后赛
maplestreet8,T8,4.7,2014 北美挑战者夏季季后赛
Dodo,T8,4.5,2014 北美挑战者夏季季后赛
PorpoisePops,T8,3.8,2014 北美挑战者夏季季后赛
Hauntzer,PRO,1.9,2014 北美挑战者夏季季后赛
heavenTime,PRO,1.9,2014 北美挑战者夏季季后赛
Patoy,PRO,2.6,2014 北美挑战者夏季季后赛
LOD,PRO,1.9,2014 北美挑战者夏季季后赛
Zig,PRO,2.5,2014 北美挑战者夏季季后赛
saeca,DNL,1.4,2014 北美挑战者夏季季后赛
Nubby PoohBear,DNL,2.1,2014 北美挑战者夏季季后赛
Support Daddy,DNL,1.2,2014 北美挑战者夏季季后赛
Stixxay,DNL,1.6,2014 北美挑战者夏季季后赛
AnDa,DNL,1.2,2014 北美挑战者夏季季后赛
Solo,C9T,9.8,2015 CS 北美挑战者春季预选赛
Hard,C9T,11.4,2015 CS 北美挑战者春季预选赛
Yusui,C9T,51.0,2015 CS 北美挑战者春季预选赛
Fade,C9T,9.6,2015 CS 北美挑战者春季预选赛
LOD,C9T,26.0,2015 CS 北美挑战者春季预选赛
Fas Scriptor,ZEN,0.8,2015 CS 北美挑战者春季预选赛
Allorim,ZEN,0.8,2015 CS 北美挑战者春季预选赛
Scorpion,ZEN,0.9,2015 CS 北美挑战者春季预选赛
ex0h,ZEN,0.9,2015 CS 北美挑战者春季预选赛
csi,ZEN,0.9,2015 CS 北美挑战者春季预选赛
Otter,NME,12.4,2015 CS 北美挑战者春季预选赛
Bodydrop,NME,7.8,2015 CS 北美挑战者春季预选赛
Flaresz,NME,4.2,2015 CS 北美挑战者春季预选赛
Innox,NME,9.7,2015 CS 北美挑战者春季预选赛
Kold,NME,61.0,2015 CS 北美挑战者春季预选赛
hoofspark,OO,2.6,2015 CS 北美挑战者春季预选赛
ExecutionerKen,OO,1.9,2015 CS 北美挑战者春季预选赛
Saskio,OO,1.6,2015 CS 北美挑战者春季预选赛
Arcsecond,OO,2.2,2015 CS 北美挑战者春季预选赛
Damonte,OO,3.2,2015 CS 北美挑战者春季预选赛
kez,TDK,5.2,2015 CS 北美挑战者春季预选赛
Seraph,TDK,12.5,2015 CS 北美挑战者春季预选赛
LouisXGeeGee,TDK,28.0,2015 CS 北美挑战者春季预选赛
Kyle,TDK,7.7,2015 CS 北美挑战者春季预选赛
Smoothie,TDK,7.5,2015 CS 北美挑战者春季预选赛
MoJo,TLA,3.5,2015 CS 北美挑战者春季预选赛
beibei,TLA,1.7,2015 CS 北美挑战者春季预选赛
Ennui,TLA,3.4,2015 CS 北美挑战者春季预选赛
Keith,TLA,1.1,2015 CS 北美挑战者春季预选赛
Feng,TLA,7.0,2015 CS 北美挑战者春季预选赛
Zig,TLA,3.4,2015 CS 北美挑战者春季预选赛
JJackstar,CON,3.4,2015 CS 北美挑战者春季预选赛
Big Ol Ron,CON,5.3,2015 CS 北美挑战者春季预选赛
Indivisible,CON,2.9,2015 CS 北美挑战者春季预选赛
Arcsecond,CON,7.3,2015 CS 北美挑战者春季预选赛
Azingy,CON,4.1,2015 CS 北美挑战者春季预选赛
Anjo,RBG,2.2,2015 CS 北美挑战者春季预选赛
cre4tive,RBG,3.6,2015 CS 北美挑战者春季预选赛
CloudNguyen,RBG,2.2,2015 CS 北美挑战者春季预选赛
Pekin Woof,RBG,2.1,2015 CS 北美挑战者春季预选赛
RF Legendary,RBG,1.8,2015 CS 北美挑战者春季预选赛
Doomtrobo,STR,7.8,2015 CS 北美挑战者春季预选赛
Lourlo,STR,7.3,2015 CS 北美挑战者春季预选赛
mancloud,STR,13.3,2015 CS 北美挑战者春季预选赛
BIG,STR,42.0,2015 CS 北美挑战者春季预选赛
cake,STR,33.0,2015 CS 北美挑战者春季预选赛
